Episode,Steps,Total Reward,Epsilon,TD Error
458,1,-0.75,0.25181272051569104,0.12405562400817871
459,1,-0.75,0.251057282354144,0.1406918317079544
460,1,-0.75,0.25030411050708157,0.12963710725307465
461,1,-0.75,0.24955319817556032,0.11495452374219894
462,1,-0.75,0.24880453858103363,0.11757048219442368
463,1,-0.75,0.24805812496529053,0.1205834373831749
464,1,-0.75,0.24731395059039465,0.1295551359653473
465,1,-0.75,0.24657200873862348,0.13056425750255585
466,1,-0.75,0.2458322927124076,0.1389354020357132
467,1,-0.75,0.24509479583427038,0.13001933693885803
468,1,-0.75,0.24435951144676757,0.14014525711536407
469,1,-0.75,0.24362643291242728,0.11298612505197525
470,1,-0.75,0.24289555361369,0.12663255631923676
471,4,-0.81,0.24216686695284892,0.13619489967823029
472,1,-0.75,0.24144036635199037,0.14507520198822021
473,1,-0.75,0.24071604525293439,0.13385649025440216
474,1,-0.75,0.2399938971171756,0.1229282021522522
475,1,-0.75,0.23927391542582405,0.1511806696653366
476,1,-0.75,0.23855609367954658,0.14422857761383057
477,1,-0.75,0.23784042539850794,0.12445231527090073
478,1,-0.75,0.2371269041223124,0.1100299134850502
479,1,-0.75,0.23641552340994548,0.1609465628862381
480,1,-0.75,0.23570627683971565,0.13345542550086975
481,1,-0.75,0.2349991580091965,0.13865308463573456
482,1,-0.75,0.2342941605351689,0.12457431852817535
483,1,-0.75,0.23359127805356342,0.1413036286830902
484,1,-0.75,0.23289050421940272,0.1292514204978943
485,1,-0.75,0.2321918327067445,0.1500188112258911
486,1,-0.75,0.23149525720862427,0.11902578175067902
487,1,-0.75,0.2308007714369984,0.09898658096790314
488,1,-0.75,0.2301083691226874,0.14464867115020752
489,1,-0.75,0.22941804401531934,0.113777294754982
490,2,-0.87,0.2287297898832734,0.12188929691910744
491,1,-0.75,0.22804360051362357,0.13443687558174133
492,1,-0.75,0.2273594697120827,0.13487641513347626
493,2,-0.87,0.22667739130294645,0.14379384368658066
494,1,-0.75,0.22599735912903762,0.12320051342248917
495,2,-0.72,0.2253193670516505,0.12568888068199158
496,1,-0.75,0.22464340895049556,0.15076856315135956
